,Grad,Rbr BM,Naziv BM,Lokacija BM,Adresa BM,Ukupno birača,Glasovalo ukupno,MOST,HDZ,SDP,BM
3181,OSIJEK,25,OSIJEK,OSNOVNA ŠKOLA SVETE ANE,"ULICA SV. ANE 2, OSIJEK",971,462,29,165,122,"25 OSIJEK, OSIJEK"
3182,OSIJEKOSIJEKOSIJEK,231,OSIJEK,OSNOVNA ŠKOLA TIN UJEVIĆ,"OPATIJSKA 46, OSIJEKOPATIJSKA 46, OSIJEKOPATIJSKA 46, OSIJEK",2046,925,42,333,206,"76 OSIJEK, OSIJEK77 OSIJEK, OSIJEK78 OSIJEK, OSIJEK"
3183,OSIJEKOSIJEK,95,OSIJEK,OSNOVNA ŠKOLA VIJENAC,"VIJENAC IVANA MEŠTROVIĆA 36, OSIJEKVIJENAC IVANA MEŠTROVIĆA 36, OSIJEK",992,502,26,171,133,"47 OSIJEK, OSIJEK48 OSIJEK, OSIJEK"
3184,OSIJEKOSIJEK,29,OSIJEK,OSNOVNA ŠKOLA VLADIMIRA BECIĆA,"VIJENAC AUGUSTA CESARCA 36, OSIJEKVIJENAC AUGUSTA CESARCA 36, OSIJEK",1834,950,67,314,287,"14 OSIJEK, OSIJEK15 OSIJEK, OSIJEK"
3185,OSIJEK,38,OSIJEK,PROSTORIJA UHDDR TEMELJNI OGRANAK FILIPOVICA,"BEDNJANSKA ULICA BB, OSIJEK",645,314,20,151,47,"38 OSIJEK, OSIJEK"
3186,OSIJEK,30,OSIJEK,SPORTSKA DVORANA ZRINJEVAC,"SJEVERNA STRANA, OSIJEK",922,469,38,182,120,"30 OSIJEK, OSIJEK"
3187,OSIJEK,50,OSIJEK,VATROGASNI CENTAR OSIJEK,"ULICA IVANA GORANA KOVAČIĆA 2, OSIJEK",693,310,25,103,77,"50 OSIJEK, OSIJEK"
3188,OSIJEK,22,OSIJEK,VATROGASNI DOM,"ULICA PAVLA PEJAČEVIĆA 44, OSIJEK",727,378,24,151,94,"22 OSIJEK, OSIJEK"
3189,OSIJEK,21,OSIJEK,ZDRAVSTVENA STANICA DRAVA,"PROLAZ JOSIPA LEOVIĆA 4, OSIJEK",946,427,36,130,136,"21 OSIJEK, OSIJEK"
3190,KRIŽEVCI,36,OSIJEK VOJAKOVAČKI,DRUŠTVENI DOM OSIJEK VOJAKOVAČKI,"OSIJEK VOJAKOVAČKI, KRIŽEVCI",142,60,0,11,34,"36 OSIJEK VOJAKOVAČKI, KRIŽEVCI"
3191,OREBIĆ,6,OSKORUŠNO,PROSTORIJE OŠ OSKORUŠNO,"OSKORUŠNO BB, OREBIĆ",88,54,4,36,3,"6 OSKORUŠNO, OREBIĆ"
3192,PAKRAC,1,OSNOVNA ŠKOLA,BADLJEVINA,"TRG DR. FRANJE TUĐMANA 4, PAKRAC",594,245,1,135,35,"1 OSNOVNA ŠKOLA, PAKRAC"
3193,PAKRAC,6,OSNOVNA ŠKOLA,PREKOPAKRA,"DR. A. STARČEVIĆA 23, PAKRAC",896,443,22,275,65,"6 OSNOVNA ŠKOLA, PAKRAC"
3194,BRESTOVAC,1,OSNOVNA ŠKOLA DRAGUTINA LERMANA,BRESTOVAC,"POŽEŠKA 45, BRESTOVAC",662,263,19,111,47,"1 OSNOVNA ŠKOLA DRAGUTINA LERMANA, BRESTOVAC"
3195,TORDINCI,2,OSNOVNA ŠKOLA KOROG,KOROG,"I.L.RIBARA 22, TORDINCI",286,97,4,29,7,"2 OSNOVNA ŠKOLA KOROG, TORDINCI"
3196,JAKŠIĆ,8,OSNOVNA ŠKOLA MLADOST,JAKŠIĆ,"KOLODVORSKA 2, JAKŠIĆ",807,396,44,187,72,"8 OSNOVNA ŠKOLA MLADOST, JAKŠIĆ"
3197,PAKRAC,15,OSNOVNA ŠKOLA NOVA,PAKRAC,"BOLNIČKA 55, PAKRAC",702,309,9,150,100,"15 OSNOVNA ŠKOLA NOVA, PAKRAC"
3198,ČAGLIN,1,OSNOVNA ŠKOLA STJEPANA RADIĆA ČAGLIN,ČAGLIN,"VLADIMIRA NAZORA 3, ČAGLIN",483,247,14,126,45,"1 OSNOVNA ŠKOLA STJEPANA RADIĆA ČAGLIN, ČAGLIN"
3199,KAPTOL,2,OSNOVNA ŠKOLA VILIMA KORAJCA,KAPTOL,"TRG DR. FRANJE TUĐMANA 3, KAPTOL",617,268,15,112,51,"2 OSNOVNA ŠKOLA VILIMA KORAJCA, KAPTOL"
3200,KUTJEVO,4,OSNOVNA ŠKOLA ZDENKA TURKOVIĆA,KUTJEVO,"REPUBLIKE HRVATSKE 26, KUTJEVO",611,272,23,121,57,"4 OSNOVNA ŠKOLA ZDENKA TURKOVIĆA, KUTJEVO"
3201,LIŠANE OSTROVIČKE,2,OSTROVICA,OBITELJSKA KUĆA MILORADA MIJALJEVIĆA POK FRANE ROĐ 1956 GODINE,"OSTROVICA KBR. 27, LIŠANE OSTROVIČKE",105,19,0,3,11,"2 OSTROVICA, LIŠANE OSTROVIČKE"
3202,MARKUŠICA,5,OSTROVO,DOM KULTURE,"MATIJE I LJUBINKA 3, MARKUŠICA",392,46,3,17,14,"5 OSTROVO, MARKUŠICA"
3203,PODGORAČ,3,OSTROŠINCI,DRUŠTVENI DOM,"OSTROŠINCI, PODGORAČ",96,65,0,14,4,"3 OSTROŠINCI, PODGORAČ"
3204,OMIŠ,20,OSTRVICA DONJA,PROSTORIJE MJESNOG ODBORA ANTONSKA KUĆA,"OSTRVICA DONJA, OMIŠ",104,65,8,33,6,"20 OSTRVICA DONJA, OMIŠ"
3205,OMIŠ,21,OSTRVICA GORNJA,PROSTORIJE HPTA U OSTRVICI GORNJOJ,"OSTRVICA GORNJA, OMIŠ",59,32,2,15,5,"21 OSTRVICA GORNJA, OMIŠ"
3206,KONČANICA,2,OTKOPI,MJESNI DOM,"OTKOPI 8, KONČANICA",46,14,0,0,8,"2 OTKOPI, KONČANICA"
3207,PRELOG,7,OTOK,DOM KULTURE,"OTOK 80, PRELOG",265,150,6,57,56,"7 OTOK, PRELOG"
3208,OTOK,3,OTOK,DOM ZDRAVLJA OTOK AMBULANTA OTOK,"K.P.KREŠIMIRA IV BR. 1, OTOK",1066,506,20,307,41,"3 OTOK, OTOK"
3209,OTOK,1,OTOK,UČILIŠTE OTOK,"B.JELAČIĆA 22, OTOK",883,473,10,296,57,"1 OTOK, OTOK"
3210,OTOKOTOKSLIVNO,12,OTOK,DNEVNI BORAVAK ZA STARIJE OTOKOPĆA POLJOPRIVREDNA ZADRUGA OTOKPROSTORIJE STAMBENOG OBJEKTA TONĆE PALINIĆA POKSTANKE U OTOKU MERGED HETERO,"V.NAZORA 1, OTOKB.JELAČIĆA 17, OTOKOTOK, SLIVNO",1850,903,15,581,67,OTOK MERGED HETERO
3211,RUGVICA,2,OTOK SVIBOVSKI,DOM U OTOKU SVIBOVSKOM,"OTOK SVIBOVSKI, RUGVICA",1405,714,32,425,96,"2 OTOK SVIBOVSKI, RUGVICA"
3212,CESTICA,4,OTOK VIRJE,PROSTORIJE DRUŠTVENOG DOMA,"MOŠE PIJADE, CESTICA",179,85,1,8,18,"4 OTOK VIRJE, CESTICA"
3213,OTOČAC,6,OTOČAC  AUTOKLUB OTOČAC,AUTO KLUB OTOČAC,"OTOČAC, IVE SENJANINA 12, OTOČAC",1297,553,34,272,108,"6 OTOČAC  AUTOKLUB OTOČAC, OTOČAC"
3214,OTOČAC,11,OTOČAC  DOM PROZOR DONJI,DOM PROZOR DONJI,"PROZOR DONJI, OTOČAC",413,185,17,82,34,"11 OTOČAC  DOM PROZOR DONJI, OTOČAC"
3215,OTOČAC,15,OTOČAC  HRVATSKI SELJAČKI DOM GACKA LIČKO LEŠĆE,HRVATSKI SELJAČKI DOM GACKA,"LIČKO LEŠĆE GORNJE, OTOČAC",223,118,6,64,9,"15 OTOČAC  HRVATSKI SELJAČKI DOM GACKA LIČKO LEŠĆE, OTOČAC"
3216,OTOČAC,10,OTOČAC  LOVAČKI DOM DABAR,LOVAČKI DOM DABAR,"DABAR, OTOČAC",92,30,3,14,5,"10 OTOČAC  LOVAČKI DOM DABAR, OTOČAC"
3217,OTOČAC,17,OTOČAC  MJESNI DOM RAMLJANI,MJESNI DOM RAMLJANI,"RAMLJANI, OTOČAC",103,22,3,12,5,"17 OTOČAC  MJESNI DOM RAMLJANI, OTOČAC"
3218,OTOČAC,1,OTOČAC  PODRUČNA ŠKOLA HRVATSKO POLJE,PODRUČNA ŠKOLA HRVATSKO POLJE,"HRVATSKO POLJE, OTOČAC",147,34,2,24,6,"1 OTOČAC  PODRUČNA ŠKOLA HRVATSKO POLJE, OTOČAC"
3219,OTOČAC,2,OTOČAC  PODRUČNA ŠKOLA KOMPOLJE,PODRUČNA ŠKOLA KOMPOLJE,"KOMPOLJE, OTOČAC",491,164,10,95,29,"2 OTOČAC  PODRUČNA ŠKOLA KOMPOLJE, OTOČAC"
3220,OTOČAC,5,OTOČAC  PODRUČNA ŠKOLA KUTEREVO,PODRUČNA ŠKOLA KUTEREVO,"KUTEREVO, OTOČAC",401,125,5,85,5,"5 OTOČAC  PODRUČNA ŠKOLA KUTEREVO, OTOČAC"
3221,OTOČAC,4,OTOČAC  PODRUČNA ŠKOLA LIPOVLJE,PODRUČNA ŠKOLA LIPOVLJE,"LIPOVLJE, OTOČAC",191,59,6,40,6,"4 OTOČAC  PODRUČNA ŠKOLA LIPOVLJE, OTOČAC"
3222,OTOČAC,14,OTOČAC  PODRUČNA ŠKOLA LIČKO LEŠĆE,PODRUČNA ŠKOLA LIČKO LEŠĆE,"LIČKO LEŠĆE DONJE, OTOČAC",357,153,6,94,10,"14 OTOČAC  PODRUČNA ŠKOLA LIČKO LEŠĆE, OTOČAC"
3223,OTOČAC,12,OTOČAC  PODRUČNA ŠKOLA PROZOR GORNJI,PODRUČNA ŠKOLA PROZOR GORNJI,"PROZOR GORNJI, OTOČAC",340,148,6,72,13,"12 OTOČAC  PODRUČNA ŠKOLA PROZOR GORNJI, OTOČAC"
3224,OTOČAC,16,OTOČAC  PODRUČNA ŠKOLA SINAC,PODRUČNA ŠKOLA SINAC,"SINAC, OTOČAC",470,201,16,113,8,"16 OTOČAC  PODRUČNA ŠKOLA SINAC, OTOČAC"
3225,OTOČAC,13,OTOČAC  PODRUČNA ŠKOLA ČOVIĆI,PODRUČNA ŠKOLA ČOVIĆI,"ČOVIĆI, OTOČAC",489,188,4,130,12,"13 OTOČAC  PODRUČNA ŠKOLA ČOVIĆI, OTOČAC"
3226,OTOČAC,3,OTOČAC  PODRUČNA ŠKOLA ŠVICA,PODRUČNA ŠKOLA ŠVICA,"ŠVICA, OTOČAC",407,182,5,107,25,"3 OTOČAC  PODRUČNA ŠKOLA ŠVICA, OTOČAC"
3227,OTOČAC,7,OTOČACOSNOVNA ŠKOLA OTOČAC,OŠ OTOČAC,"OTOČAC, OTOČAC",567,274,26,123,51,"7 OTOČACOSNOVNA ŠKOLA OTOČAC, OTOČAC"
3228,GOLA,4,OTOČKA,PODRUČNA ŠKOLA OTOČKA,"OTOČKA 59/A, GOLA",173,68,1,31,10,"4 OTOČKA, GOLA"
3229,POJEZERJE,1,OTRIĆI,KULTURNOSORTSKI CENTAR DOCI,"OTRIĆ-SEOCI, POJEZERJE",275,141,10,98,6,"1 OTRIĆI, POJEZERJE"
3230,PITOMAČA,10,OTROVANEC,PODRUČNA ŠKOLA MERGED HETERO,"OTROVANEC 89 A, PITOMAČA",483,236,5,111,68,OTROVANEC MERGED HETERO
3231,SAMOBOR,39,OTRUŠEVEC,DRUŠTVENI DOM OTRUŠEVEC MERGED HETERO,"OTRUŠEVEC, SAMOBOR",258,86,1,28,19,OTRUŠEVEC MERGED HETERO
3232,LEVANJSKA VAROŠ,2,OVČARA,DRUŠTVENI DOM MERGED HETERO,"OVČARA 33, LEVANJSKA VAROŠ",20,8,0,5,0,OVČARA MERGED HETERO
3233,LEPOGLAVA,5,OČURA,DRUŠTVENI DOM,"OČURA, LEPOGLAVA",409,145,2,51,21,"5 OČURA, LEPOGLAVA"
3234,VELIKA,10,OŠ I G KOVAČIĆA PODRUČNI ODJEL BIŠKUPCI,BIŠKUPCI,"BIŠKUPCI BB, VELIKA",288,115,9,54,14,"10 OŠ I G KOVAČIĆA PODRUČNI ODJEL BIŠKUPCI, VELIKA"
3235,POŽEGA,37,OŠ VLADIMIRA NAZORA,MIHALJEVCI,"KOLODVORSKA 1, POŽEGA",655,343,10,147,78,"37 OŠ VLADIMIRA NAZORA, POŽEGA"
3236,PREKO,2,OŠLJAK,STARA ZGRADA OSNOVNE ŠKOLE NA OŠLJAKU,"OŠLJAK, PREKO",66,30,0,15,10,"2 OŠLJAK, PREKO"
3237,DUBROVAČKO PRIMORJE,7,OŠLJE,ZGRADA ŠKOLE  BIRAČKO MJESTO VII MERGED HETERO,"OŠLJE BB, DUBROVAČKO PRIMORJE",124,82,9,49,10,OŠLJE MERGED HETERO
3238,STARO PETROVO SELO,12,OŠTRI VRH,DRUŠTVENI DOM OŠTRI VRH,"OŠTRI VRH, STARO PETROVO SELO",132,67,7,32,14,"12 OŠTRI VRH, STARO PETROVO SELO"
3239,BEREK,12,OŠTRI ZID,MJESNI DOM OŠTRI ZID,"OŠTRI ZID 37 A, BEREK",86,56,1,26,18,"12 OŠTRI ZID, BEREK"
3240,NOVI MAROF,11,OŠTRICE,VATROGASNI DOM OŠTRICE,"OŠTRICE 24, NOVI MAROF",390,217,0,123,33,"11 OŠTRICE, NOVI MAROF"
3241,PAG,3,PAG,PAG  PROSTORIJE KNEŽEVOG DVORA,"TRG KRALJA PETRA KREŠIMIRA IV, PAG",764,358,21,138,112,"3 PAG, PAG"
3242,PAGPAG,3,PAG,PAG  MALA SPORTSKA DVORANA OŠPAG  VELIKA SPORTSKA DVORANA OŠ MERGED HETERO,"ANTE STARČEVIĆA 12, PAGVUKOVARSKA ULICA B.B., PAG",1542,719,41,316,185,PAG MERGED HETERO
3243,NOVI MAROF,17,PAKA,POSLOVNI PROSTOR PLASTILAK VL FRANJE KUZMIĆA,"PAKA 20, NOVI MAROF",66,31,0,13,6,"17 PAKA, NOVI MAROF"
3244,NOVSKA,15,PAKLENICA,HRVATSKI DOM MERGED HETERO,"PAKLENICA, NOVSKA",213,83,3,32,26,PAKLENICA MERGED HETERO
3245,PAKOŠTANE,1,PAKOŠTANE,MALA VIJEĆNICA ZAPADNO KRILO ZGRADE OPĆINE PAKOŠTANE,"KRALJICE JELENE 78, PAKOŠTANE, PAKOŠTANE",1118,483,41,229,66,"1 PAKOŠTANE, PAKOŠTANE"
3246,PAKOŠTANE,2,PAKOŠTANE,VELIKA VIJEĆNICA ISTOČNO KRILO ZGRADE OPĆINE PAKOŠTANE,"KRALJICE JELENE 78, PAKOŠTANE, PAKOŠTANE",940,429,42,163,96,"2 PAKOŠTANE, PAKOŠTANE"
3247,SIRAČ,6,PAKRANI,DOM KULTURE U PAKRANIMA,"PAKRANI 54, SIRAČ",95,31,2,16,5,"6 PAKRANI, SIRAČ"
3248,SISAK,41,PALANJEK,DRUŠTVENI DOM MO PALANJEK,"PALANJEK BB, SISAK",173,104,8,52,25,"41 PALANJEK, SISAK"
3249,ŠODOLOVCI,3,PALAČA,DRUŠTVENI DOM,"BRAĆE ODAVIĆ 2, ŠODOLOVCI",192,39,0,9,13,"3 PALAČA, ŠODOLOVCI"
3250,HERCEGOVAC,6,PALEŠNIK,VATROGASNI DOM MERGED HETERO,"PALEŠNIK 105 A, HERCEGOVAC",400,187,7,63,50,PALEŠNIK MERGED HETERO
3251,DONJI KRALJEVEC,8,PALINOVEC,DOM KULTURE,"PALINOVEC 22, DONJI KRALJEVEC",582,225,6,67,101,"8 PALINOVEC, DONJI KRALJEVEC"
3252,RAB,5,PALIT,OŠIVANA RABLJANINA  UČ IV RAZ,"PALIT, RAB",1504,747,49,263,254,"5 PALIT, RAB"
3253,DRENJE,5,PALJEVINA,MJESNI DOM,"VLADIMIRA  NAZORA 52, DRENJE",140,70,1,48,5,"5 PALJEVINA, DRENJE"
3254,IVANSKA,13,PALJEVINE,DRUŠTVENI DOM,"PALJEVINE 9, IVANSKA",182,84,3,29,32,"13 PALJEVINE, IVANSKA"
3255,NOVIGRAD,3,PALJUV,PODRUČNA ŠKOLA PALJUV,"VILE VELEBITA 1, PALJUV, NOVIGRAD",327,161,21,88,10,"3 PALJUV, NOVIGRAD"
3256,MALA SUBOTICA,3,PALOVEC,DRUŠTVENI DOM,"GLAVNA 35, MALA SUBOTICA",805,350,3,80,190,"3 PALOVEC, MALA SUBOTICA"
3257,HRVATSKA KOSTAJNICA,5,PANJANI,PROSTORIJE MJESNOG ODBORA PANJANI,"PANJANI BB, HRVATSKA KOSTAJNICA",107,33,2,26,1,"5 PANJANI, HRVATSKA KOSTAJNICA"
3258,SUNJA,14,PAPIĆI,DRUŠTVENI DOM PAPIĆI MERGED HETERO,"PAPIĆI 14 A, SUNJA",188,35,4,10,16,PAPIĆI MERGED HETERO
3259,NEDELIŠĆE,15,PARAG,DRUŠTVENE PROSTORIJE U KONTENJERU,"PARAG, NEDELIŠĆE",306,28,0,3,7,"15 PARAG, NEDELIŠĆE"
3260,DUBRAVA,19,PARUŽEVAC,DRUŠTVENI DOM,"PARUŽEVAC, DUBRAVA",99,49,1,29,8,"19 PARUŽEVAC, DUBRAVA"
3261,ZAGREB-ISTOČNI DIO,107,PARUŽEVINA,PROSTORIJE MJESNOG ODBORA,"PARUŽEVINSKA CESTA 34, ZAGREB-ISTOČNI DIO",568,256,26,87,53,"107 PARUŽEVINA, ZAGREBISTOČNI DIO"
3262,GORNJA STUBICA,14,PASANSKA GORICA,KUĆA MLADENA ČUPARA MERGED HETERO,"PASANSKA GORICA 4B, GORNJA STUBICA",130,73,6,23,20,PASANSKA GORICA MERGED HETERO
3263,MATULJI,16,PASJAK,KUD DANICA,"PASJAK 6O, MATULJI",116,70,8,29,22,"16 PASJAK, MATULJI"
3264,BJELOVAR,38,PATKOVAC,DOM U PATKOVCU,"PATKOVAC 30, BJELOVAR",204,100,4,57,13,"38 PATKOVAC, BJELOVAR"
3265,SVETI IVAN ZELINA,26,PAUKOVEC,DRUŠTVENI DOM,"PAUKOVEČKA 17, PAUKOVEC, SVETI IVAN ZELINA",304,106,10,24,34,"26 PAUKOVEC, SVETI IVAN ZELINA"
3266,ŠODOLOVCI,6,PAULIN DVOR,DRUŠTVENI DOM,"GLAVNA 21, ŠODOLOVCI",64,35,0,17,5,"6 PAULIN DVOR, ŠODOLOVCI"
3267,VELIKO TROJSTVO,5,PAULOVAC,KONTEJNER,"PAULOVAC, VELIKO TROJSTVO",83,32,2,13,13,"5 PAULOVAC, VELIKO TROJSTVO"
3268,LEVANJSKA VAROŠ,8,PAUČJE,DRUŠTVENI DOM,"PAUČJE, LEVANJSKA VAROŠ",40,20,0,15,2,"8 PAUČJE, LEVANJSKA VAROŠ"
3269,ČAČINCI,6,PAUŠINCI,DRUŠTVENI DOM,"PAUŠINCI, JOSIPA JURENCA BB, ČAČINCI",137,73,3,34,8,"6 PAUŠINCI, ČAČINCI"
3270,"ZAGREB-CENTAR, ZAPAD",22,PAVAO ŠUBIĆ,OŠ MATKA LAGINJE,"ULICA MATKA LAGINJE 13, ZAGREB-CENTAR, ZAPAD",1083,578,33,116,135,"22 PAVAO ŠUBIĆ, ZAGREBCENTAR ZAPAD"
3271,"ZAGREB-CENTAR, ZAPAD",23,PAVAO ŠUBIĆ,OŠ MATKA LAGINJE,"ULICA MATKA LAGINJE 13, ZAGREB-CENTAR, ZAPAD",1080,569,25,183,110,"23 PAVAO ŠUBIĆ, ZAGREBCENTAR ZAPAD"
3272,KAPELA,20,PAVLIN KLOŠTAR,VATROGASNI DOM,"PAVLIN KLOŠTAR 44, KAPELA",110,50,2,19,17,"20 PAVLIN KLOŠTAR, KAPELA"
3273,ČAZMA,34,PAVLIČANI,DOM PAVLIČANI,"PAVLIČANI 57, ČAZMA",63,36,1,6,15,"34 PAVLIČANI, ČAZMA"
3274,FERDINANDOVAC,3,PAVLJANCI,DRUŠTVENI DOM PAVLJANCI,"ULICA PAVLJANCI 54, FERDINANDOVAC",138,70,1,27,13,"3 PAVLJANCI, FERDINANDOVAC"
3275,VELIKI GRĐEVAC,6,PAVLOVAC,KUĆA DRAGICE RANOGAJEC,"KOLODVORSKA  96, VELIKI GRĐEVAC",116,56,0,32,4,"6 PAVLOVAC, VELIKI GRĐEVAC"
3276,VELIKI GRĐEVACVELIKI GRĐEVAC,9,PAVLOVAC,PODRUČNA ŠKOLAPOSLOVNI PROSTOR MILOVANA KUNDAKA MERGED HETERO,"KRALJA ZVONIMIRA 2, VELIKI GRĐEVACMATIJE GUPCA 86, VELIKI GRĐEVAC",303,125,6,20,40,PAVLOVAC MERGED HETERO
3277,NOVA KAPELA,8,PAVLOVCI,OSNOVNA ŠKOLA PAVLOVCI,"PAVLOVCI 33, NOVA KAPELA",24,14,0,9,1,"8 PAVLOVCI, NOVA KAPELA"
3278,KRIŽEVCI,37,PAVLOVEC RAVENSKI,VATROGASNI DOM PAVLOVEC RAVENSKI,"PAVLOVEC RAVENSKI, KRIŽEVCI",107,40,0,8,15,"37 PAVLOVEC RAVENSKI, KRIŽEVCI"
3279,ZABOK,13,PAVLOVEC ZABOČKI,DRUŠTVENI DOM,"PAVLOVEC ZABOČKI 48, ZABOK",508,255,9,78,111,"13 PAVLOVEC ZABOČKI, ZABOK"
3280,JASTREBARSKO,10,PAVLOVČANI,DRUŠTVENI DOM,"PAVLOVČANI, JASTREBARSKO",245,140,2,52,42,"10 PAVLOVČANI, JASTREBARSKO"
3281,SAMOBOR,40,PAVUČNJAK,VATROGASNI DOM PAVUČNJAK,"PAVUČNJAK, SAMOBOR",468,203,4,61,77,"40 PAVUČNJAK, SAMOBOR"
3282,CEROVLJE,7,PAZ,BIVŠA ŠKOLA PAZ,"PAZ, CEROVLJE",92,43,0,0,26,"7 PAZ, CEROVLJE"
3283,PAZIN,7,PAZIN  BURAJ,PROSTORIJE ŠAHOVSKOG KLUBA U STAMBENO POSLOVNOJ ZGRADI MERGED HETERO,"STARI TRG 6, PAZIN",750,316,26,64,124,PAZIN  BURAJ MERGED HETERO
3284,PAZIN,8,PAZIN  CENTAR,AUTO  KLUB,"DRUŽBA ĆIRILA I METODA 3, PAZIN, PAZIN",767,388,14,60,180,"8 PAZIN  CENTAR, PAZIN"
3285,PAZIN,9,PAZIN  DRŠĆEVKA,SPOMEN DOM,"ŠETALIŠTE PAZINSKE GIMN. 3A, PAZIN, PAZIN",834,463,23,61,250,"9 PAZIN  DRŠĆEVKA, PAZIN"
3286,PAZIN,10,PAZINDUBRAVICA,DRUŠTVENI CENTAR VELI JOŽE,"154. BRIGADE HRVATSKE VOJSKE 5, PAZIN, PAZIN",484,222,12,28,127,"10 PAZINDUBRAVICA, PAZIN"
3287,CEROVLJE,5,PAZINSKI NOVAKI,BIVŠA ŠKOLA PAZINSKI NOVAKI,"PAZINSKI NOVAKI, CEROVLJE",218,98,3,16,55,"5 PAZINSKI NOVAKI, CEROVLJE"
3288,TRPINJA,5,PAČETIN,DOM KULTURE PAČETIN,"PANDUREVIĆEVA 2, TRPINJA",293,12,1,4,6,"5 PAČETIN, TRPINJA"
3289,RIJEKA,49,PAŠAC,DOM PAŠAC,"BALDE FUĆKA 39, RIJEKA",332,146,8,31,45,"49 PAŠAC, RIJEKA"
3290,PAŠMAN,2,PAŠMAN,PROSTORIJA OPĆINE PAŠMAN,"PAŠMAN, PAŠMAN",350,184,5,83,43,"2 PAŠMAN, PAŠMAN"
3291,BUDINŠČINA,6,PAŽUROVEC,KUĆA STJEPANA SREMCA,"PAŽUROVEC 15A, BUDINŠČINA",68,44,0,32,9,"6 PAŽUROVEC, BUDINŠČINA"
3292,BUDINŠČINA,9,PECE,DRUŠTVENI DOM,"PECE, BUDINŠČINA",219,71,1,35,12,"9 PECE, BUDINŠČINA"
3293,RIJEKA,21,PEHLIN,OŠ PEHLIN,"PEHLIN 34, RIJEKA",914,332,39,108,102,"21 PEHLIN, RIJEKA"
3294,RIJEKA,22,PEHLIN,OŠ PEHLIN,"PEHLIN 34, RIJEKA",1238,503,48,155,172,"22 PEHLIN, RIJEKA"
3295,RIJEKA,23,PEHLIN,OŠ PEHLIN,"PEHLIN 34, RIJEKA",1090,397,35,128,120,"23 PEHLIN, RIJEKA"
3296,RIJEKA,24,PEHLIN,OŠ PEHLIN,"PEHLIN 34, RIJEKA",1252,315,33,78,104,"24 PEHLIN, RIJEKA"
3297,MURSKO SREDIŠĆE,5,PEKLENICA,PROSTORIJE DRUŠTVENOG DOMA,"TRG PEKLENIČKIH RUDARA 3, MURSKO SREDIŠĆE",1020,428,17,71,243,"5 PEKLENICA, MURSKO SREDIŠĆE"
3298,SUHOPOLJE,10,PEPELANA,DRUŠTVENI DOM MJESNOG ODBORA MERGED HETERO,"PEPELANA 135, SUHOPOLJE",112,61,2,36,3,PEPELANA MERGED HETERO
3299,PLOČE,13,PERAČKO BLATO,DOM KULTURE U PERAČKOM BLATU,"PERAČKO BLATO, PLOČE",249,155,7,46,79,"13 PERAČKO BLATO, PLOČE"
3300,"ZAGREB-CENTAR, ZAPAD",223,PERJAVICABORČEC,OŠ STENJEVEC,"BOLNIČKA CESTA 92, ZAGREB-CENTAR, ZAPAD",1514,747,66,239,133,"223 PERJAVICABORČEC, ZAGREBCENTAR ZAPAD"
3301,"ZAGREB-CENTAR, ZAPAD",224,PERJAVICABORČEC,OŠ DRAGUTINA TADIJANOVIĆA,"BOLNIČKA CESTA 60A, ZAGREB-CENTAR, ZAPAD",1220,650,63,179,127,"224 PERJAVICABORČEC, ZAGREBCENTAR ZAPAD"
3302,"ZAGREB-CENTAR, ZAPAD",225,PERJAVICABORČEC,OŠ DRAGUTINA TADIJANOVIĆA,"BOLNIČKA CESTA 60A, ZAGREB-CENTAR, ZAPAD",1213,601,57,123,118,"225 PERJAVICABORČEC, ZAGREBCENTAR ZAPAD"
3303,"ZAGREB-CENTAR, ZAPAD",226,PERJAVICABORČEC,OŠ DRAGUTINA TADIJANOVIĆA,"BOLNIČKA CESTA 60A, ZAGREB-CENTAR, ZAPAD",1227,622,57,160,153,"226 PERJAVICABORČEC, ZAGREBCENTAR ZAPAD"
3304,"ZAGREB-CENTAR, ZAPAD",227,PERJAVICABORČEC,PROSTORIJE MJESNOG ODBORA,"MEDPOTOKI 32, ZAGREB-CENTAR, ZAPAD",1151,566,48,162,113,"227 PERJAVICABORČEC, ZAGREBCENTAR ZAPAD"
3305,"ZAGREB-CENTAR, ZAPAD",228,PERJAVICABORČEC,PROSTORIJE MJESNOG ODBORA,"MEDPOTOKI 32, ZAGREB-CENTAR, ZAPAD",1021,484,64,155,80,"228 PERJAVICABORČEC, ZAGREBCENTAR ZAPAD"
3306,MATULJI,10,PERMANI,DOM PERMANI,"PERMANI 1, MATULJI",530,259,26,46,109,"10 PERMANI, MATULJI"
3307,TOPUSKO,6,PERNA,PROSTOR BIVŠE TRGOVINE,"PERNA 127, TOPUSKO",165,19,1,5,11,"6 PERNA, TOPUSKO"
3308,PERUŠIĆ,4,PERUŠIĆ,KUĆA JOSE KOLAKA GRUBIŠE,"MALO POLJE 59, PERUŠIĆ",87,35,3,22,3,"4 PERUŠIĆ, PERUŠIĆ"
3309,BENKOVAC,6,PERUŠIĆ BENKOVAČKI,PODRUČNA ŠKOLA,"PERUŠIĆ BENKOVAČKI, BENKOVAC",251,80,10,42,6,"6 PERUŠIĆ BENKOVAČKI, BENKOVAC"
3310,MARČANA,4,PERUŠKI,DRUŠTVENI DOM,"PERUŠKI, MARČANA",204,106,4,17,67,"4 PERUŠKI, MARČANA"
